date|description|images|title|link|title_state|description_state
2017-10-05 (22:10)|  Numer:\-116- 1060\Nazwa:\II RP 5 złotych 1930 sztandar st.2+ ŁADNY\Opis:\Bardzo ładny egzemplarz.\Waga:\18,02 g Ag .750\Literatura:\Fischer OB 014\  Nasza Firma wystawia kolekcję monet ze świata - zapraszamy na nasze pozostałe aukcje: NIEMCZYKpl|['https://archiwum.niemczyk.pl/images/201710/6977955880_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201710/6977955880_1_orginal.jpg']|II RP 5 złotych 1930 sztandar st.2+ ŁADNY|https://archiwum.niemczyk.pl/page/6977955880/ii-rp-5-zlotych-1930-sztandar-st2-ladny|2+|2+
2017-10-04 (20:10)|  Numer:\-112- 728\Nazwa:\II RP 5 złotych 1930 Sztandar st. 2\Opis:\Bardzo ładny egzemplarz. Połysk menniczy. detale. Delikatna patyna.\Rewers ze sztandarem idealnie zachowany.\Waga:\17,95 g Ag .750\Literatura:\Fischer: OB 014|['https://archiwum.niemczyk.pl/images/201710/6976471812_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201710/6976471812_1_orginal.jpg']|II RP 5 złotych 1930 Sztandar st. 2|https://archiwum.niemczyk.pl/page/6976471812/ii-rp-5-zlotych-1930-sztandar-st-2|2|2
2017-10-03 (19:10)|  Numer:\-1285- 17\Nazwa:\II RP 5 złotych 1930 sztandar st.2 BARDZO ŁADNY\Opis:\Bardzo ładny egzemplarz, połysk.\Delikatna ryski.\Waga:\17,97 g Ag .750\Literatura:\Fischer OB 014\  Nasza Firma wystawia dużą kolekcję monet z okresu II RP oraz PRL - zapraszamy na nasze pozostałe aukcje: NIEMCZYKpl|['https://archiwum.niemczyk.pl/images/201710/6975103737_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201710/6975103737_1_orginal.jpg']|II RP 5 złotych 1930 sztandar st.2 BARDZO ŁADNY|https://archiwum.niemczyk.pl/page/6975103737/ii-rp-5-zlotych-1930-sztandar-st2-bardzo-ladny|2|2
2017-08-29 (20:08)|  Numer:\-116- 3\Nazwa:\II RP 5 złotych 1930 sztandar st.1/1- PIĘKNE\Opis:\Piękny egzemplarz.\Waga:\17,94 g Ag .750\Literatura:\Fischer OB 014|['https://archiwum.niemczyk.pl/images/201708/6935036476_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201708/6935036476_1_orginal.jpg']|II RP 5 złotych 1930 sztandar st.1/1- PIĘKNE|https://archiwum.niemczyk.pl/page/6935036476/ii-rp-5-zlotych-1930-sztandar-st11-piekne|1/1-|1/1-
2017-07-20 (20:07)|  Numer:\-1214- 409\Nazwa:\5 złotych 1930 Sztandar st.3\Opis:\Ryski w tle.\Waga:\18,00 g Ag .750\Literatura:\Fischer OB 014|['https://archiwum.niemczyk.pl/images/201707/6891569511_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201707/6891569511_1_orginal.jpg']|5 złotych 1930 Sztandar st.3|https://archiwum.niemczyk.pl/page/6891569511/5-zlotych-1930-sztandar-st3|3|3
2017-07-05 (21:07)|  Numer:\-116- 544\Nazwa:\5 złotych 1930 Sztandar PCGS MS63\Opis:\Piękny, menniczy egzemplarz - bardzo rzadki w tak wspaniałym stanie zachowania.\Waga:\Srebro Ag .750\Literatura:\Fischer OB 014|['https://archiwum.niemczyk.pl/images/201707/6873827985_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201707/6873827985_1_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201707/6873827985_2_orginal.jpg']|5 złotych 1930 Sztandar PCGS MS63|https://archiwum.niemczyk.pl/page/6873827985/5-zlotych-1930-sztandar-pcgs-ms63|PCGS MS63|PCGS MS63
2017-07-05 (20:07)|  Numer:\-116- 504\Nazwa:\5 złotych 1930 sztandar st.1- PIĘKNE\Opis:\Piękny egzemplarz, wspaniale zachowany.\Wiekowa, kolorowa patyna.\Drobne skazy w tle.\  Waga:\17,92 g Ag .750\Literatura:\Fischer OB 014|['https://archiwum.niemczyk.pl/images/201707/6873706568_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201707/6873706568_1_orginal.jpg']|5 złotych 1930 sztandar st.1- PIĘKNE|https://archiwum.niemczyk.pl/page/6873706568/5-zlotych-1930-sztandar-st1-piekne|1-|1-
2017-05-30 (22:05)|  Numer:\-1268- 1009\Nazwa:\5 złotych 1930 sztandar st.3\Opis:\Przetarty egzemplarz, ale wspaniale zachowane detale.\Waga:\18,10 g Ag .750\Literatura:\Fischer: OB 014\  Firma wystawia kolekcję monet II RP - zapraszamy na nasze pozostałe aukcje: NIEMCZYKpl|['https://archiwum.niemczyk.pl/images/201705/6831375193_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201705/6831375193_1_orginal.jpg']|5 złotych 1930 sztandar st.3|https://archiwum.niemczyk.pl/page/6831375193/5-zlotych-1930-sztandar-st3|3|3
2017-04-22|Wspaniale zachowany egzemplarz, intensywny połysk menniczy. Pięknakolorowa patyna. Bardzo rzadki w takim stanie zachowania.\\Parchimowicz 115a\\Stan zachowania PCGS MS64\Waga slab\Średnica slab|['https://archiwum.niemczyk.pl/images/auction/orginal/a11693a.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/a11693b.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/a11693c.jpg']|II RP. 5 złotych 1930 Sztandar PCGS MS64|https://archiwum.niemczyk.pl/auction/17/693/ii-rp-5-zlotych-1930-sztandar-pcgs-ms64|PCGS MS64|PCGS MS64
2017-04-08 (20:04)|  Numer:\-1250- 46\Nazwa:\II RP 5 złotych 1930 Sztandar st. 3\Opis:\Delikatna patyna. Ryski w tle.\Waga:\17,95 g Ag .750\Literatura:\Fischer: OB 014\  Firma wystawia duży zestaw monet z okresu II RP.\Nr aukcji: 6772391410\Rozpoczęcie licytacji: 2017-04-01\Zakończenie licytacji: 2017-04-08\Liczba licytujących: 17\\Podobne wyniki\II RP 5 złotych 1930 Sztandar...\3 050,00 zł\Polska 5 złotych 1930 Sztandar...\721,00 zł\II RP 5 złotych 1930 Sztandar...\3 100,00 zł\II RP 5 złotych 1930 Sztandar...\6 000,00 zł\II RP 5 złotych 1930 Sztandar...\2 025,00 zł\II RP 5 złotych 1930 Sztandar...\911,00 zł\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\Wszelkie materiały (treści, teksty, ilustracje, zdjęcia, itp.) przedstawione na stronach internetowych Antykwariat Numizmatyczny Michał Niemczyk są objęte prawem autorskim i podlegają ochronie na mocy „Ustawy o prawie autorskim i prawach pokrewnych” z dnia 4 lutego 1994 r. (tekst ujednolicony: Dz.U. 2006 nr 90 poz. 631).\Kopiowanie, przetwarzanie, rozpowszechnianie tych materiałów w całości lub w części bez zgody autora jest zabronione.\Antykwariat Numizmatyczny Michał Niemczyk\www.niemczyk.pl\www.aukcjamonet.pl\+48 (22) 620 45 74\niemczyk@niemczyk.pl\\Skup złotych monet\Skup srebrnych monet\Skup banknotów\Wyceń monety i banknoty\Profesjonalne Aukcje\\\\\ul. Żelazna 67, pawilon 22 00-871 Warszawa\GODZINY OTWARCIA\Poniedziałek 10.00 - 17.00\Wtorek 10.00 - 17.00\Środa 10.00 - 17.00\Czwartek 10.00 - 17.00\Piątek 10.00 - 17.00|['https://archiwum.niemczyk.pl/images/201704/6772391410_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201704/6772391410_1_orginal.jpg']|II RP 5 złotych 1930 Sztandar st. 3|https://archiwum.niemczyk.pl/page/6772391410/ii-rp-5-zlotych-1930-sztandar-st-3|3|3
2017-04-02 (19:04)|  Numer:\-112- 1029\Nazwa:\5 złotych 1930 Sztandar st.3\Opis:\Ryski w tle, resztki połysku.\Delikatnie przetarty egzemplarz.\Waga:\17,98 g Ag .750\Literatura:\Fischer OB 014|['https://archiwum.niemczyk.pl/images/201704/6765160134_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201704/6765160134_1_orginal.jpg']|5 złotych 1930 Sztandar st.3|https://archiwum.niemczyk.pl/page/6765160134/5-zlotych-1930-sztandar-st3|3|3
2017-03-30 (12:03)|  Numer:\-1196- 407\Nazwa:\II RP 5 złotych 1930 Sztandar st. 3\Opis:\Delikatnie przeczyszczony.\Waga:\17,94 g Ag .750\Literatura:\Fischer OB 014|['https://archiwum.niemczyk.pl/images/201703/6760309075_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201703/6760309075_1_orginal.jpg']|II RP 5 złotych 1930 Sztandar st. 3|https://archiwum.niemczyk.pl/page/6760309075/ii-rp-5-zlotych-1930-sztandar-st-3|3|3
2017-03-23 (21:03)|  Numer:\-1149- 1157\Nazwa:\5 złotych 1930 Sztandar st.3+\Opis:\Ładny, połyskowy egzemplarz.\Delikatnie przetarty, ale świeży.\Waga:\Srebro Ag .750\Literatura:\Fischer OB 014|['https://archiwum.niemczyk.pl/images/201703/6754069435_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201703/6754069435_1_orginal.jpg']|5 złotych 1930 Sztandar st.3+|https://archiwum.niemczyk.pl/page/6754069435/5-zlotych-1930-sztandar-st3|3+|3+
2017-02-02 (20:02)|  Numer:\-1196- 605\Nazwa:\5 złotych 1930 Sztandar NGC UNC details\Opis:\Bardzo ładny egzemplarz, delikatna patyna.\Ryski w tle.\Waga:\Moneta zamknięta w slabie (srebro Ag .750)\Literatura:\Fischer OB 014|['https://archiwum.niemczyk.pl/images/201702/6696249936_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201702/6696249936_1_orginal.jpg']|5 złotych 1930 Sztandar NGC UNC details|https://archiwum.niemczyk.pl/page/6696249936/5-zlotych-1930-sztandar-ngc-unc-details|NGC UNC |NGC UNC 
2017-01-31 (21:01)|  Numer:\-1073- 801\Nazwa:\Polska II RP 5 złotych 1930 Głęboki Sztandar ŁADNY st.2/2-\Opis:\Jedna z najrzadszych monet obiegowych II RP wybita stemplem głębokim.\Bardzo ładny egzemplarz, bardzo dużo połysku, delikatna patyna.\Niestety ryski w tle na awersie i rewersie.Stan zachowania 2/2-\Wspaniała prezencja rewersu ze sztandarem. Idealnie zachowane detale.\Rzadki egzemplarz, pożądany przez wszystkich kolekcjonerów II RP.\Waga:\17,95 g Ag .750\Literatura:\Fischer OB 014\ |['https://archiwum.niemczyk.pl/images/201701/6693607551_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201701/6693607551_1_orginal.jpg']|RZADKIE 5 złotych 1930 GŁĘBOKI Sztandar ŁADNY|https://archiwum.niemczyk.pl/page/6693607551/rzadkie-5-zlotych-1930-gleboki-sztandar-ladny||2/2-
2017-01-30 (21:01)|  Numer:\-112- 121\Nazwa:\Polska II RP 5 złotych 1930 Sztandar st.3+\Opis:\Bardzo ładna, ciemna kolorowa patyna.\Waga:\18,02 g Ag .750\Literatura:\Fischer OB 014|['https://archiwum.niemczyk.pl/images/201701/6692847374_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201701/6692847374_1_orginal.jpg']|5 złotych 1930 Sztandar st.3+|https://archiwum.niemczyk.pl/page/6692847374/5-zlotych-1930-sztandar-st3|3+|3+
2017-01-04 (12:01)|  Numer:\-116- 717\Nazwa:\Polska II RP 5 złotych 1930 Sztandar st.3\Opis:\Lekko przetarty egzemplarz, ryski w tle.\Dobra prezencja.\Waga:\18,06 g Ag .750\Literatura:\Fischer OB 014\  Firma wystawia duży zestaw monet z całego świata - zapraszamy na nasze pozostałe aukcje: Numizmatyka-pl|['https://archiwum.niemczyk.pl/images/201701/6654600598_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201701/6654600598_1_orginal.jpg']|5 złotych 1930 Sztandar st.3|https://archiwum.niemczyk.pl/page/6654600598/5-zlotych-1930-sztandar-st3|3|3
2016-12-13 (14:12)||['https://archiwum.niemczyk.pl/images/old/https:__redir-img08_allegroimg_com_photos_oryginal_66_36_82_73_6636827304', 'https://archiwum.niemczyk.pl/images/old/https:__redir-img08_allegroimg_com_photos_oryginal_66_36_82_73_6636827304_1']|5 złotych 1930 Sztandar st.2-|https://archiwum.niemczyk.pl/page/6636827304/5-zlotych-1930-sztandar-st2|2-|
2016-12-13 (13:12)||['https://archiwum.niemczyk.pl/images/old/https:__redir-img08_allegroimg_com_photos_oryginal_66_36_75_98_6636759819', 'https://archiwum.niemczyk.pl/images/old/https:__redir-img08_allegroimg_com_photos_oryginal_66_36_75_98_6636759819_1']|5 złotych 1930 Sztandar st.1-|https://archiwum.niemczyk.pl/page/6636759819/5-zlotych-1930-sztandar-st1|1-|
2016-11-10 (19:11)||['https://archiwum.niemczyk.pl/images/old/redir-img08_allegroimg_com_photos_oryginal_65_90_82_74_6590827447', 'https://archiwum.niemczyk.pl/images/old/redir-img08_allegroimg_com_photos_oryginal_65_90_82_74_6590827447_1']|5 złotych 1930 Sztandar st.3+|https://archiwum.niemczyk.pl/page/6590827447/5-zlotych-1930-sztandar-st3|3+|
2016-11-02 (21:11)||['https://archiwum.niemczyk.pl/images/old/redir-img08_allegroimg_com_photos_oryginal_65_80_36_80_6580368086', 'https://archiwum.niemczyk.pl/images/old/redir-img08_allegroimg_com_photos_oryginal_65_80_36_80_6580368086_1']|Polska 5 złotych 1930 sztandar st. 3+|https://archiwum.niemczyk.pl/page/6580368086/polska-5-zlotych-1930-sztandar-st-3|3+|
2016-10-27 (14:10)||['https://archiwum.niemczyk.pl/images/old/redir-img08_allegroimg_com_photos_oryginal_65_71_35_12_6571351200', 'https://archiwum.niemczyk.pl/images/old/redir-img08_allegroimg_com_photos_oryginal_65_71_35_12_6571351200_1']|5 złotych 1930 Sztandar st.3+|https://archiwum.niemczyk.pl/page/6571351200/5-zlotych-1930-sztandar-st3|3+|
2016-10-22|Jedna z najrzadszych monet obiegowych II RP. Moneta wybita stemplem głębokim.\Bardzo ładny egzemplarz w delikatnej, szarej patynie.\Parchimowicz 115b\Stan zachowania 2/2+\Waga Ag\Średnica 33,0 mm|['https://archiwum.niemczyk.pl/images/auction/orginal/aws_1472716600235.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/aws_1472716600251.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/aws_1472716600260.jpg']|II RP. 5 złotych 1930 Sztandar, stempel głęboki|https://archiwum.niemczyk.pl/auction/16/370/ii-rp-5-zlotych-1930-sztandar-stempel-gleboki||2/2+
2016-09-29 (23:09)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_com_photos_oryginal_65_17_45_49_6517454948', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_com_photos_oryginal_65_17_45_49_6517454948_1']|II RP 5 złotych 1930 Sztandar st. 1-|https://archiwum.niemczyk.pl/page/6517454948/ii-rp-5-zlotych-1930-sztandar-st-1|1-|
2016-09-22 (20:09)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_com_photos_oryginal_64_98_23_84_6498238440', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_com_photos_oryginal_64_98_23_84_6498238440_1', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_com_photos_oryginal_64_98_23_84_6498238440_2', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_com_photos_oryginal_64_98_23_84_6498238440_3']|5 złotych 1930 Sztandar stempel GŁĘBOKI NAJRZADSZY|https://archiwum.niemczyk.pl/page/6498238440/5-zlotych-1930-sztandar-stempel-gleboki-najrzadszy||
2016-08-02 (12:08)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_63_70_75_34_6370753494', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_63_70_75_34_6370753494_1']|Polska II RP 5 złotych 1930 Sztandar st.2/2-|https://archiwum.niemczyk.pl/page/6370753494/polska-ii-rp-5-zlotych-1930-sztandar-st22|2/2-|
2016-07-27 (20:07)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_63_57_43_58_6357435885', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_63_57_43_58_6357435885_1']|5 złotych 1930 Sztandar st.2-|https://archiwum.niemczyk.pl/page/6357435885/5-zlotych-1930-sztandar-st2|2-|
2016-07-25 (20:07)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_63_52_26_88_6352268817', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_63_52_26_88_6352268817_1']|5 złotych 1930 Sztandar st.3+|https://archiwum.niemczyk.pl/page/6352268817/5-zlotych-1930-sztandar-st3|3+|
2016-07-23 (20:07)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_63_47_48_97_6347489728', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_63_47_48_97_6347489728_1']|5 złotych 1930 Sztandar st.2-|https://archiwum.niemczyk.pl/page/6347489728/5-zlotych-1930-sztandar-st2|2-|
2016-07-13 (20:07)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_63_22_41_17_6322411724', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_63_22_41_17_6322411724_1']|5 złotych 1930 Sztandar st. 3-|https://archiwum.niemczyk.pl/page/6322411724/5-zlotych-1930-sztandar-st-3|3-|
2016-07-05 (21:07)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_63_03_10_43_6303104363', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_63_03_10_43_6303104363_1']|Polska II RP 5 złotych 1930 Sztandar NGC MS61|https://archiwum.niemczyk.pl/page/6303104363/polska-ii-rp-5-zlotych-1930-sztandar-ngc-ms61|NGC MS61|
2016-06-28 (22:06)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_62_86_60_83_6286608308', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_62_86_60_83_6286608308_1']|II RP 5 złotych 1930 Sztandar st. 2/2+|https://archiwum.niemczyk.pl/page/6286608308/ii-rp-5-zlotych-1930-sztandar-st-22|2/2+|
2016-06-20 (20:06)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_62_59_68_25_6259682541', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_62_59_68_25_6259682541_1']|II RP 5 złotych 1930 Sztandar st. 2-/3+|https://archiwum.niemczyk.pl/page/6259682541/ii-rp-5-zlotych-1930-sztandar-st-2-3|2-/3+|
2016-06-15 (20:06)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_62_54_60_05_6254600589', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_62_54_60_05_6254600589_1']|II RP 5 złotych 1930 Sztandar st. 2|https://archiwum.niemczyk.pl/page/6254600589/ii-rp-5-zlotych-1930-sztandar-st-2|2|
2016-06-15 (20:06)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_62_54_57_79_6254577908', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_62_54_57_79_6254577908_1']|II RP 5 złotych 1930 Sztandar st. 2|https://archiwum.niemczyk.pl/page/6254577908/ii-rp-5-zlotych-1930-sztandar-st-2|2|
2016-05-09 (14:05)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_61_61_36_34_6161363431', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_61_61_36_34_6161363431_1']|Polska II RP 5 złotych 1930 Sztandar st. 3|https://archiwum.niemczyk.pl/page/6161363431/polska-ii-rp-5-zlotych-1930-sztandar-st-3|3|
2016-04-30 (20:04)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_61_40_57_73_6140577355', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_61_40_57_73_6140577355_1']|Polska II RP 5 złotych 1930 Sztandar st.3|https://archiwum.niemczyk.pl/page/6140577355/polska-ii-rp-5-zlotych-1930-sztandar-st3|3|
2016-04-26 (20:04)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_61_37_86_28_6137862820', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_61_37_86_28_6137862820_1']|Polska II RP 5 złotych 1930 Sztandar st.3+|https://archiwum.niemczyk.pl/page/6137862820/polska-ii-rp-5-zlotych-1930-sztandar-st3|3+|
2016-04-18 (20:04)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_61_19_28_75_6119287533', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_61_19_28_75_6119287533_1']|Polska II RP 5 złotych 1930 Sztandar st.3|https://archiwum.niemczyk.pl/page/6119287533/polska-ii-rp-5-zlotych-1930-sztandar-st3|3|
2016-03-01 (14:03)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_60_09_91_24_6009912402', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_60_09_91_24_6009912402_1']|Polska II RP 5 złotych 1930 Sztandar st.3|https://archiwum.niemczyk.pl/page/6009912402/polska-ii-rp-5-zlotych-1930-sztandar-st3|3|
2016-02-15 (12:02)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_59_76_31_11_5976311171', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_59_76_31_11_5976311171_1']|Polska II RP 5 złotych 1930 Sztandar st.2|https://archiwum.niemczyk.pl/page/5976311171/polska-ii-rp-5-zlotych-1930-sztandar-st2|2|
2016-01-18 (21:01)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_59_11_45_62_5911456209', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_59_11_45_62_5911456209_1']|Polska II RP 5 złotych 1930 Sztandar st.3+|https://archiwum.niemczyk.pl/page/5911456209/polska-ii-rp-5-zlotych-1930-sztandar-st3|3+|
2015-11-26 (22:11)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_58_08_55_41_5808554160', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_58_08_55_41_5808554160_1']|Polska II RP 5 złotych 1930 Sztandar st. 2-|https://archiwum.niemczyk.pl/page/5808554160/polska-ii-rp-5-zlotych-1930-sztandar-st-2|2-|
2015-11-23 (20:11)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_58_01_84_97_5801849729', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_58_01_84_97_5801849729_1']|Polska II RP 10 złotych 1930 Sztandar st. 3/3+|https://archiwum.niemczyk.pl/page/5801849729/polska-ii-rp-10-zlotych-1930-sztandar-st-33|3/3+|
2015-11-07 (22:11)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_57_66_58_30_5766583030', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_57_66_58_30_5766583030_1']|Polska 5 złotych 1930 Sztandar st. 3+|https://archiwum.niemczyk.pl/page/5766583030/polska-5-zlotych-1930-sztandar-st-3|3+|
