id|date|description|images|link|title|title_state|description_state
107|12 czerwca 2014, 19:40|Opis pozycji\\Profesjonalne pośrednictwo w handlu numizmatami. Monety, banknoty, historyczne akcje i obligacje, medale i literatura. stan zachowania: 2- Archiwum naszych aukcji\umyty, wyraźnie błyszczący, ale relief bardzo dobrze zachowany\przedmiot licytacji pokazany na zdjęciach\\\\Nr pozycji: 4307694064\Czas trwania aukcji: 7 dni\Licytujących: 13|['https://img1.onebid.pl/img/1000066/4290163051_1b.jpg?1402594845', 'https://img1.onebid.pl/img/1000066/4290163051_2b.jpg?1402594845']|https://aukcje.gndm.pl/pl/auction/1000066/id/578179/5179-sztandar-5-zl-1930-st-2|5179. Sztandar 5 zł 1930, st.2-|2-|2-
108|29 maja 2014, 21:43|Opis pozycji\\Profesjonalne pośrednictwo w handlu numizmatami. Monety, banknoty, historyczne akcje i obligacje, medale i literatura. stan zachowania: 3/3+ Archiwum naszych aukcji\trochę podrapany, ale ładna prezencja\POLECAM\przedmiot licytacji pokazany na zdjęciach\\\\Nr pozycji: 4266610352\Czas trwania aukcji: 7 dni\Licytujących: 13|['https://img1.onebid.pl/img/1000066/4290162322_1b.jpg?1401392633', 'https://img1.onebid.pl/img/1000066/4290162322_2b.jpg?1401392633']|https://aukcje.gndm.pl/pl/auction/1000066/id/577450/1560-sztandar-5-zl-1930-st-3-3|1560. Sztandar 5 zł 1930, st.3/3+|3/3+|3/3+
109|26 maja 2014, 16:37|Opis pozycji\\Profesjonalne pośrednictwo w handlu numizmatami. Monety, banknoty, historyczne akcje i obligacje, medale i literatura. stan zachowania: ~2+ Archiwum naszych aukcji\lekkie przeczyszczenie mechaniczne w tle rewersu, ale ogólnie moneta o pięknej prezencji i z zegarowym połyskiem\przedmiot licytacji pokazany na zdjęciach\\\\Nr pozycji: 4262539069\Czas trwania aukcji: 5 dni\Licytujących: 18|['https://img1.onebid.pl/img/1000066/4290162038_1b.jpg?1401115040', 'https://img1.onebid.pl/img/1000066/4290162038_2b.jpg?1401115040']|https://aukcje.gndm.pl/pl/auction/1000066/id/577166/1364-sztandar-5-zl-1930-st-2|1364. Sztandar 5 zł 1930, st.~2+|~2+|~2+
110|06 maja 2014, 21:29|Opis pozycji\\Profesjonalne pośrednictwo w handlu numizmatami. Monety, banknoty, historyczne akcje i obligacje, medale i literatura. stan zachowania: 3 Archiwum naszych aukcji\stempel płytki\bardzo ładny rewers z ładnym połyskiem, ale i z podwójnym skaleczeniem na rancie, na godz.4\przedmiot licytacji pokazany na zdjęciach\\\\Nr pozycji: 4189915353\Czas trwania aukcji: 10 dni\Licytujących: 8|['https://img1.onebid.pl/img/1000066/4290160999_1b.jpg?1399404578', 'https://img1.onebid.pl/img/1000066/4290160999_2b.jpg?1399404578']|https://aukcje.gndm.pl/pl/auction/1000066/id/575705/1505-sztandar-5-zl-1930-st-3|1505. Sztandar 5 zł 1930, st.3|3|3
111|27 kwietnia 2014, 20:46|Opis pozycji\\Profesjonalne pośrednictwo w handlu numizmatami. Monety, banknoty, historyczne akcje i obligacje, medale i literatura. stan zachowania: 2- Archiwum naszych aukcji\całkiem ładny, połyskowy egzemplarz\przedmiot licytacji pokazany na zdjęciach\\\\Nr pozycji: 4177465823\Czas trwania aukcji: 5 dni\Licytujących: 16|['https://img1.onebid.pl/img/1000066/4290160508_1b.jpg?1398624372', 'https://img1.onebid.pl/img/1000066/4290160508_2b.jpg?1398624372']|https://aukcje.gndm.pl/pl/auction/1000066/id/575214/1445-sztandar-5-zl-1930-st-2|1445. Sztandar 5 zł 1930, st.2-|2-|2-
112|05 kwietnia 2014, 21:04|Opis pozycji\\Profesjonalne pośrednictwo w handlu numizmatami. Monety, banknoty, historyczne akcje i obligacje, medale i literatura.\naprawdę bardzo ładny sztandar, zastanawiam się czemu dostał tylko MS61\zdecydowanie polecam\Niedawno sprzedawaliśmy na naszych aukcjach piękną kolekcje groszy IIRP, natomiast obecnie mamy przyjemność zaoferować wyśmienity i bogaty zbiór wszelkich monet IIRP, skoncentrowany głównie na srebrze. Wszystkie monety w slabach NGC lub PCGS, w tym wiele bardzo rzadkich pozycji. Mimo że w zbiorze dominuje srebro, to jest tu obecne również 5 groszy 1934 w NGC MS62 BN. Jest wręcz niesamowite 50 groszy 1923 bite stemplem lustrzanym i sklasyfikowane na PF67 ! Jest śliczna Nike 1928 w NGC MS64. Jest rzadka i piękna Nike 1930 w NGC MS62, 2 zł Piłsudski 1936 i wiele, wiele innych. Zapraszamy ! przedmiot licytacji pokazany na zdjęciach Archiwum naszych aukcji\\\\Nr pozycji: 4112709668\Czas trwania aukcji: 5 dni\Licytujących: 19|['https://img1.onebid.pl/img/1000066/4290159488_1b.jpg?1396724670', 'https://img1.onebid.pl/img/1000066/4290159488_2b.jpg?1396724670', 'https://img1.onebid.pl/img/1000066/4290159488_3b.jpg?1396724670']|https://aukcje.gndm.pl/pl/auction/1000066/id/574193/6339-sztandar-5-zl-1930-ngc-ms61|6339. Sztandar 5 zł 1930 - NGC MS61|NGC MS61|NGC MS62
113|05 kwietnia 2014, 21:02|Opis pozycji\\Profesjonalne pośrednictwo w handlu numizmatami. Monety, banknoty, historyczne akcje i obligacje, medale i literatura.\stary grading NGC\wysoka i w pełni zasłużnona nota MS64 (w NGC dotychczas tylko jedna sztuke oceniono wyżej !)\tło tej monety robi niesamowite wrażenie, piękne, gładkie i prawie bez skaz; połysk zegarowy, relief bez zastrzeżeń\POLECAM\Niedawno sprzedawaliśmy na naszych aukcjach piękną kolekcje groszy IIRP, natomiast obecnie mamy przyjemność zaoferować wyśmienity i bogaty zbiór wszelkich monet IIRP, skoncentrowany głównie na srebrze. Wszystkie monety w slabach NGC lub PCGS, w tym wiele bardzo rzadkich pozycji. Mimo że w zbiorze dominuje srebro, to jest tu obecne również 5 groszy 1934 w NGC MS62 BN. Jest wręcz niesamowite 50 groszy 1923 bite stemplem lustrzanym i sklasyfikowane na PF67 ! Jest śliczna Nike 1928 w NGC MS64. Jest rzadka i piękna Nike 1930 w NGC MS62, 2 zł Piłsudski 1936 i wiele, wiele innych. Zapraszamy ! przedmiot licytacji pokazany na zdjęciach Archiwum naszych aukcji\\Dodano 2014-04-02 17:35\\\Nr pozycji: 4112707018\Czas trwania aukcji: 5 dni\Licytujących: 16|['https://img1.onebid.pl/img/1000066/4290159489_1b.jpg?1396724544', 'https://img1.onebid.pl/img/1000066/4290159489_2b.jpg?1396724544', 'https://img1.onebid.pl/img/1000066/4290159489_3b.jpg?1396724544']|https://aukcje.gndm.pl/pl/auction/1000066/id/574194/6338-sztandar-5-zl-1930-ngc-ms64|6338. Sztandar 5 zł 1930 - NGC MS64|NGC MS64|NGC MS62
114|30 marca 2014, 21:47|"Opis pozycji\\Profesjonalne pośrednictwo w handlu numizmatami. Monety, banknoty, historyczne akcje i obligacje, medale i literatura.\zarysowania na awersie, ale poza tym ładny Sztandar, rewers bardzo ładny\W dniach 25 do 30 marca trwa u nas licytacja atrakcyjnych monet IIRP. Są to bardzo ładne monety w slabach NGC lub PCGS i praktycznie wszystkie mające noty AU58, tzn. piękne sztuki, które ""otarły"" się o MS'a. Niektóre rzeczywiście zupełnie słusznie dostały taką notę, a niektóre po prostu nie miały szczęścia :) Nie zmienia to faktu, że jest szansa kupić wiele ciekawych i pięknie zachowanych monet bez konieczności płacenia wysokich kwot za MS-y. Polecam ! przedmiot licytacji pokazany na zdjęciach Archiwum naszych aukcji\\\\Nr pozycji: 4094256153\Czas trwania aukcji: 5 dni\Licytujących: 16"|['https://img1.onebid.pl/img/1000066/4290159024_1b.jpg?1396208833', 'https://img1.onebid.pl/img/1000066/4290159024_2b.jpg?1396208833', 'https://img1.onebid.pl/img/1000066/4290159024_3b.jpg?1396208833']|https://aukcje.gndm.pl/pl/auction/1000066/id/573729/6113-sztandar-5-zl-1930-pcgs-au58|6113. Sztandar 5 zł 1930 - PCGS AU58|PCGS AU58|
115|25 lutego 2014, 20:26|Opis pozycji\\Profesjonalne pośrednictwo w handlu numizmatami. Monety, banknoty, historyczne akcje i obligacje, medale i literatura. stan zachowania: 2/2+ Archiwum naszych aukcji\zarysowanie w poprzek orła\trochę drobnych rysek, szczególnie na awersie\moneta nie czyszczona, w dużej mierze zachowane piękne, naturalne lustro\bardzo atrakcyjny egzemplarz\POLECAM\przedmiot licytacji pokazany na zdjęciach\\Dodano 2014-02-21 09:58\\\Nr pozycji: 3995797971\Czas trwania aukcji: 5 dni\Licytujących: 14|['https://img1.onebid.pl/img/1000066/4290157396_1b.jpg?1393356364']|https://aukcje.gndm.pl/pl/auction/1000066/id/572094/1481-sztandar-plytki-5-zl-1930-st-2-2|1481. Sztandar (płytki) 5 zł 1930, st.2/2+|2/2+|2/2+
116|25 lutego 2014, 20:19|Opis pozycji\\Profesjonalne pośrednictwo w handlu numizmatami. Monety,  banknoty, historyczne akcje i obligacje, medale i literatura. stan zachowania: 3+/3 Archiwum naszych aukcji\jedna z najrzadszych monet IIRP, brakująca w wielu zbioru\(szerzej na ten temat w opisie naszej archiwalnej aukcji tutaj)\bardzo dobra prezencja; relief ładny i bez większych wytrać; moneta bez defektów czy wad; atrakcyjny egzemplarz bardzo rzadkiego numizmatu\POLECAM\przedmiot licytacji pokazany na zdjęciach\ \\\Nr pozycji: 3995769718\Czas trwania aukcji: 5 dni\Licytujących: 15|['https://img1.onebid.pl/img/1000066/4290157400_1b.jpg?1393355946', 'https://img1.onebid.pl/img/1000066/4290157400_2b.jpg?1393355946']|https://aukcje.gndm.pl/pl/auction/1000066/id/572098/1477-gleboki-sztandar-5-zl-1930-st-3-3|1477. GŁĘBOKI Sztandar 5 zł 1930, st.3+/3|3+/3|3+/3
117|22 lutego 2014, 22:18|"Opis pozycji\\Profesjonalne pośrednictwo w handlu numizmatami. Monety, banknoty, historyczne akcje i obligacje, medale i literatura.\obok Nike chyba druga z najbardziej pożądanych monet obiegowych IIRP\egzemplarz bardzo ładny, naturalny; niewielkie przetarcie przy prawym skrzydle orła, a poza tym pięknie, ""satyna"" i połysk\POLECAM\przedmiot licytacji pokazany na zdjęciach Archiwum naszych aukcji\\Dodano 2014-02-20 11:30\\\Nr pozycji: 3993092039\Czas trwania aukcji: 3 dni\Licytujących: 17"|['https://img1.onebid.pl/img/1000066/4290157056_1b.jpg?1393103885', 'https://img1.onebid.pl/img/1000066/4290157056_2b.jpg?1393103885', 'https://img1.onebid.pl/img/1000066/4290157056_3b.jpg?1393103885']|https://aukcje.gndm.pl/pl/auction/1000066/id/571754/8093-sztandar-5-zl-1930-ngc-ms64|8093. Sztandar 5 zł 1930 - NGC MS64|NGC MS64|
118|01 lutego 2014, 20:28|Opis pozycji\\Profesjonalne pośrednictwo w handlu numizmatami. Monety, banknoty, historyczne akcje i obligacje, medale i literatura.\satysfakcja gwarantowana !\patrząc na ta monetę, szczególnie na jej idealny rewers jestem pewny, że nabywca będzie zachwycony... tak jak ja jestem teraz, patrząc na nią :)\\Sztandar jest dużą, ciężką monetą, o dużej powierzchni otwartego tła. Praktycznie zawsze ta moneta ma mniej, lub bardzie liczne skaleczenia w tle, a na tym egzemplarzu, na jego rewersie są one prawie nieobecne. W zasadzie dostrzegam tylko bardzo delikatną ryskę nad 193o i dwa małe skaleczenia, które na załączonym tu zdjęciu eksponują się zdecydowanie przesadnie. Awers bardzo ładny. Piękna moneta.\zdecydowanie p o l e c a m\Wyjątkowa kolekcja p i ę k n y c h monet polskich aktualnie na naszych aukcjach. Jest to 35 szt. monet w gradingu NGC lub PCGS, których licytacje kończą się w sobotę 1 lutego 2014 po godzinie 20:00. Żadna moneta z tej kolekcji nie ma noty poniżej MS 64 ! Wszystkie są piękne i wyjątkowe w swej klasie, starannie wyselekcjonowane przez dotychczasowego właściciela. Niecodzienna szans na przejęcie wyśmienitych egzemplarzy. Zapraszamy ! przedmiot licytacji pokazany na zdjęciach Archiwum naszych aukcji\\\\Nr pozycji: 3910465839\Czas trwania aukcji: 10 dni\Licytujących: 16|['https://img1.onebid.pl/img/1000066/4290155040_1b.jpg?1391282909', 'https://img1.onebid.pl/img/1000066/4290155040_2b.jpg?1391282909', 'https://img1.onebid.pl/img/1000066/4290155040_3b.jpg?1391282909']|https://aukcje.gndm.pl/pl/auction/1000066/id/569735/7861-5-zl-1930-sztandar-ngc-ms64-rewelacyjny|7861. 5 zł 1930 Sztandar- NGC MS64 rewelacyjny|NGC MS64|
119|31 stycznia 2014, 22:24|Opis pozycji\\Profesjonalne pośrednictwo w handlu numizmatami. Monety, banknoty, historyczne akcje i obligacje, medale i literatura.\płytkie bicie, więc może dla tego nie zachywciło PCGS, gdyż moneta jest bardzo ładna\releif dobry, równomierna patynka na całości z przebijającym spod niej połyskiem\POLECAM\przedmiot licytacji pokazany na zdjęciach Archiwum naszych aukcji\\\\Nr pozycji: 3921851062\Czas trwania aukcji: 5 dni\Licytujących: 19|['https://img1.onebid.pl/img/1000066/4290154997_1b.jpg?1391203472', 'https://img1.onebid.pl/img/1000066/4290154997_2b.jpg?1391203472', 'https://img1.onebid.pl/img/1000066/4290154997_3b.jpg?1391203472']|https://aukcje.gndm.pl/pl/auction/1000066/id/569692/7950-sztandar-5-zl-1930-pcgs-au55|7950. Sztandar 5 zł 1930 - PCGS AU55|PCGS AU55|
120|26 stycznia 2014, 22:08|Opis pozycji\\Profesjonalne pośrednictwo w handlu numizmatami. Monety, banknoty, historyczne akcje i obligacje, medale i literatura.\jeszcze całkiem przyzwoity egzemplarz\przedmiot licytacji pokazany na zdjęciach Archiwum naszych aukcji\\\\Nr pozycji: 3913618837\Czas trwania aukcji: 3 dni\Licytujących: 15|['https://img1.onebid.pl/img/1000066/4290154572_1b.jpg?1390770536', 'https://img1.onebid.pl/img/1000066/4290154572_2b.jpg?1390770536']|https://aukcje.gndm.pl/pl/auction/1000066/id/569267/1952-sztandar-5-zl-1930-st-3|1952. Sztandar 5 zł 1930, st.3|3|
121|19 stycznia 2014, 20:43|Opis pozycji\\Profesjonalne pośrednictwo w handlu numizmatami. Monety, banknoty, historyczne akcje i obligacje, medale i literatura. - przedmiot licytacji pokazany na zdjęciach Archiwum naszych aukcji\\\\Nr pozycji: 3885100479\Czas trwania aukcji: 5 dni\Licytujących: 9|['https://img1.onebid.pl/img/1000066/4290154173_1b.jpg?1390160604', 'https://img1.onebid.pl/img/1000066/4290154173_2b.jpg?1390160604']|https://aukcje.gndm.pl/pl/auction/1000066/id/568868/5149-sztandar-5-zl-1930-st-3-3|5149. Sztandar 5 zł 1930, st.3/3-|3/3-|
122|14 stycznia 2014, 15:19|Opis pozycji\\Profesjonalne pośrednictwo w handlu numizmatami. Monety, banknoty, historyczne akcje i obligacje, medale i literatura.\poszukiwane typologicznie moneta z dobrą notą NGC MS63\\Moneta była oferowana na naszej aukcji w grudniu, ale nie została wykupiona przez nabywcę.\przedmiot licytacji pokazany na zdjęciach Archiwum naszych aukcji\\\\Nr pozycji: 3870094864\Czas trwania aukcji: 5 dni\Licytujących: 32|['https://img1.onebid.pl/img/1000066/4290154029_1b.jpg?1389709149', 'https://img1.onebid.pl/img/1000066/4290154029_2b.jpg?1389709149', 'https://img1.onebid.pl/img/1000066/4290154029_3b.jpg?1389709149']|https://aukcje.gndm.pl/pl/auction/1000066/id/568724/8881-sztandar-5-zl-1930-ngc-ms63|8881. Sztandar 5 zł 1930 - NGC MS63|NGC MS63|NGC MS63
123|27 grudnia 2013, 21:52|"Opis pozycji\\Profesjonalne pośrednictwo w handlu numizmatami. Monety, banknoty, historyczne akcje i obligacje, medale i literatura. Właśnie sprawdziłem nasz dorobek punktowy na Allegro. W tej chwili mamy pozytywne komentarze wystawione przez 15.327 użytkowników (kolekcjonerów). A dlaczego o tym pisze ? Otóż przed chwilą wziąłem do reki oferowany na tej aukcji Głęboki Sztandar i pierwsza myślą, jaka przyszła mi do głowy było pytanie ""Z iloma ja już kolekcjonerami rozmawiałem ?"" Było ich wielu, a prawie wszyscy opowiadając o swojej przygodzie z numizmatyką wypowiadali takie zdanie ""... zebrałem praktycznie całą IIRP, no oczywiście oprócz Konstytucji, Nike 1932 i Głębokiego Sztandaru ... "" :) Właśnie, Głębokiego Sztandaru:) 5 zł 1930 rok Sztandar bite stemplem GŁĘBOKIM jest bezapelacyjnie jedną z najrzadszych monet okresu IIRP, i to nie rzadką w pięknym stanie zachowania, nie rzadką w MS itp. Jest po prostu prawdziwą, rzeczywistą rzadkością. Rarytasem, którego posiadaniem może pochwalić się bardzo niewielu kolekcjonerów... Zdecydowanie polecam p i ę k n y e g z e m p l a r z z notą NGC MS63 wystawiony na niniejszej aukcji ! przedmiot licytacji pokazany na zdjęciach Archiwum naszych aukcji\\\\Nr pozycji: 3809227744\Czas trwania aukcji: 10 dni\Licytujących: 28"|['https://img1.onebid.pl/img/1000066/4290153386_1b.jpg?1388177548', 'https://img1.onebid.pl/img/1000066/4290153386_2b.jpg?1388177548', 'https://img1.onebid.pl/img/1000066/4290153386_3b.jpg?1388177548', 'https://img1.onebid.pl/img/1000066/4290153386_4b.jpg?1388177548']|https://aukcje.gndm.pl/pl/auction/1000066/id/568077/8428-sztandar-gleboki-5-zl-1930-ngc-ms63|8428. Sztandar GŁĘBOKI 5 zł 1930 - NGC MS63|NGC MS63|NGC MS63
124|08 grudnia 2013, 21:03|Opis pozycji\\Profesjonalne pośrednictwo w handlu numizmatami. Monety, banknoty, historyczne akcje i obligacje, medale i literatura.\poszukiwane typologicznie moneta z dobrą notą NGC MS63\przedmiot licytacji pokazany na zdjęciach Archiwum naszych aukcji\\\\Nr pozycji: 3768564547\Czas trwania aukcji: 5 dni\Licytujących: 20|['https://img1.onebid.pl/img/1000066/4290152602_1b.jpg?1386532992', 'https://img1.onebid.pl/img/1000066/4290152602_2b.jpg?1386532992', 'https://img1.onebid.pl/img/1000066/4290152602_3b.jpg?1386532992']|https://aukcje.gndm.pl/pl/auction/1000066/id/567292/8881-sztandar-5-zl-1930-ngc-ms63|8881. Sztandar 5 zł 1930 - NGC MS63|NGC MS63|NGC MS63
