date|description|images|title
2018-03-28 (22:03)|  Numer:\-112- 317\Nazwa:\II RP 5 złotych 1930 Sztandar st.3\Opis:\Przetarta moneta.\Waga:\18,01 g Ag .750\Literatura:\Fischer OB 014\ |['https://archiwum.niemczyk.pl/images/201803/7247410576_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201803/7247410576_1_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.3
2018-03-20 (21:03)|  Numer:\-1132- 34\Nazwa:\II RP 5 złotych 1930 Sztandar st.3+\Opis:\Resztki połysku, ryski.\Waga:\18,01 g Ag .750\Literatura:\Fischer OB 014\ |['https://archiwum.niemczyk.pl/images/201803/7232873203_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201803/7232873203_1_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.3+
2018-03-19 (21:03)|  Numer:\-1287- 1287\Nazwa:\II RP 5 złotych 1930 Sztandar st.3+\Opis:\Dużo połysku, dobrze zachowane detale.\Ryski.\Waga:\18,03 g Ag .750\Literatura:\Fischer OB 014\ |['https://archiwum.niemczyk.pl/images/201803/7226291610_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201803/7226291610_1_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.3+
2018-03-10|Jedna z najrzadszych obiegowych monet okresu II RP.\Piękny egzemplarz, intensywny połysk menniczy i wspaniale zachowane detale.\\Bardzo rzadki w takim stanie zachowania.\Parchimowicz 115 b\Stan zachowania NGC MS62\Waga\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1517828516_1371K%20_2_.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/1517828516_1371K%20_1_.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/1517828516_1371K%20_3_.jpg']|II RP. 5 złotych 1930 Sztandar, STEMPEL GŁĘBOKI NGC MS62
2018-03-10|Delikatnie przetarty egzemplarz jednej z najrzadszych monet obiegowych II RP.\Parchimowicz 115b\\Stan zachowania 1-/2+\Waga\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1517828749_1460K%20_2_.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1517828749_1460K%20_1_.JPG']|II RP. 5 złotych 1930 Sztandar stempel GŁĘBOKI
2018-03-10|Piękny egzemplarz, intensywny połysk menniczy i wspaniale zachowane detale. Bardzo rzadki w takim stanie zachowania. Delikatna kolorowa patyna.\Fischer OB 014\\\Stan zachowania PCGS MS63\Waga\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1517828836_1174K.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/1517828836_1174K%20_1_.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/1517828836_1174K%20_3_.jpg']|II RP. 5 złotych 1930 Sztandar PCGS MS63
2018-03-10|Bardzo ładny egzemplarz. Drobne skazy w tle. Połysk menniczy, patyna.\Fischer OB 014\\\Stan zachowania 1-/2+\Waga\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1517829058_1190K%20_1_.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1517829058_1190K%20_2_.JPG']|II RP. 5 złotych 1930 Sztandar
2018-03-10|"Najwyższa nota gradingowa na świecie. Moneta wybita stemplem lustrzanym, w nieznanym nakładzie.\\W katalogu J. Parchimowicza adnotacja ""NIENOTOWANA"".  Fotografia monety w katalogu Janusza Parchimowicza na stronie 188.\Niezwykle efektowna moneta wybita dla celów kolekcjonerskich stemplem lustrzanym. Na specjalnie przygotowanym krążku odciska się polerowanym stemplem relief monety, tło charakteryzuje się lustrzaną powierzchnią, elementy wypukłe są matowe, co nadaje monecie niezwykły efekt. Dodatkowo głębszy niż przy standardowych emisjach stempel stwarza dodatkowe wrażenie trzeciego wymiaru. Naturalna patyna, wyjątkowej urody i rzadkości przedmiot.\\Moneta wybita w mennicy Warszawskiej (znak mennicy na rewersie, na dole, po lewej stronie drzewca sztandaru). Na rancie napis SALUS - REIPUBLICAE - SUPREMA - LEX.\Piękny egzemplarz, intensywny połysk menniczy i wspaniale zachowane detale. Ekstremalnie rzadka próbna moneta II RP wybita stemplem lustrzanym, najpiękniejsza jaką widzieliśmy.\Moneta w takim stanie zachowania i rzadkości to ozdoba każdej kolekcji.\Parchimowicz P 144c (fotografia tej monety) , Notatki poz.19 (30.-).\\Stan zachowania NGC PF64 CAMEO\Waga Ag\Średnica 33 mm"|['https://archiwum.niemczyk.pl/images/auction/orginal/1517476984_1507277801_sztandar1a.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/1509978199_463%20K%20_%20256%20_1_.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/1509978199_463%20K%20_%20256%20_2_.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/1517476984_1507277801_sztandar1b.jpg']|II RP. PRÓBA srebro 5 złotych 1930 Sztandar, stempel LUSTRZANY NGC PF64 CAMEO (MAX)
2018-03-06 (21:03)|  Numer:\-1321- 250\Nazwa:\II RP 5 złotych 1930 Sztandar st.2-\Opis:\Polski slab PCG - ocena stanu zachowania tej firmy nie są miarodajne.\Moneta ze wspaniałą, kolorową patyną.\Waga:\Ag .750\Literatura:\Fischer OB 014\ |['https://archiwum.niemczyk.pl/images/201803/7207854468_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201803/7207854468_1_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.2-
2018-01-24 (20:01)|  Numer:\-1292- 76\Nazwa:\II RP 5 złotych 1930 Sztandar st.3+\Opis:\Patyna.\Waga:\17,93 g Ag .750\     |['https://archiwum.niemczyk.pl/images/201801/7137804452_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201801/7137804452_1_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.3+
2018-01-07 (19:01)|  Numer:\-1062- 18\Nazwa:\II RP 5 złotych 1930 sztandar st.2+ BARDZO ŁADNY\Opis:\Piękny egzemplarz, złota patyna.\Waga:\11,07 g Ag .750\Literatura:\Fischer OB 014\    Firma wystawia dużą kolekcję monet oraz pięknych sreber - zapraszamy na nasze pozostałe aukcje: NIEMCZYKpl|['https://archiwum.niemczyk.pl/images/201801/7098990626_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201801/7098990626_1_orginal.jpg']|II RP 5 złotych 1930 sztandar st.2+ BARDZO ŁADNY
2018-01-07 (19:01)|  Numer:\-1062- 17\Nazwa:\II RP 5 złotych 1930 sztandar st.2 BARDZO ŁADNY\Opis:\Połysk, bardzo ładny egzemplarz.\Waga:\17,01 g Ag .750\Literatura:\Fischer Ob 014\    Firma wystawia dużą kolekcję monet oraz pięknych sreber - zapraszamy na nasze pozostałe aukcje: NIEMCZYKpl|['https://archiwum.niemczyk.pl/images/201801/7098990360_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201801/7098990360_1_orginal.jpg']|II RP 5 złotych 1930 sztandar st.2 BARDZO ŁADNY
2017-12-16|Delikatnie przetarty egzemplarz jednej z najrzadszych monet obiegowych II RP.\Parchimowicz 115b\\Stan zachowania 3+\Waga 18,01 g Ag .750\Średnica 33 mm|['https://archiwum.niemczyk.pl/images/auction/orginal/1509377410_844%20K%20_1_.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/1509377410_844%20K%20_2_.jpg']|II RP. 5 złotych 1930 Sztandar stempel GŁĘBOKI
2017-12-16|Bardzo ładny egzemplarz, połysk menniczy. Patyna.\Fischer: OB 014\\Stan zachowania 2\Waga 18,04 g\Średnica 33 mm|['https://archiwum.niemczyk.pl/images/auction/orginal/1508917692_704%20K%20_1_.JPG', 'https://archiwum.niemczyk.pl/images/auction/orginal/1508917692_704%20K%20_2_.JPG']|II RP. 5 złotych 1930 Sztandar
2017-12-16|Wspaniale zachowany egzemplarz. Delikatna patyna.\Stempel zwykły.\Parchimowicz 115a\\Stan zachowania NGC AU55\Waga\Średnica 33 mm|['https://archiwum.niemczyk.pl/images/auction/orginal/1511170321_1489%20K%20_2_.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/1509698189_1489%20K%20_3_.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/1509698189_1489%20K%20_1_.jpg']|II RP. 5 złotych 1930 Sztandar NGC AU55
2017-12-16|Piękny egzemplarz, intensywny połysk menniczy i wspaniale zachowane detale. Rzadszy w takim stanie zachowania.\Fischer OB 014\\Stan zachowania NGC AU 58\Waga\Średnica|['https://archiwum.niemczyk.pl/images/auction/orginal/1509716306_279%20K%20_5_.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/1509716306_279%20K%20_4_.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/1509716306_279%20K%20_2_.jpg']|II RP. 5 złotych 1930 Sztandar NGC AU58
2017-12-14 (20:12)|  Numer:\-1257- 247\Nazwa:\II RP 5 złotych 1930 Sztandar st. 3-\Opis:\Patyna. Rysy.\Waga:\17,92 g Ag .750\Literatura:\Fischer: OB 014\ |['https://archiwum.niemczyk.pl/images/201712/7081237173_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201712/7081237173_1_orginal.jpg']|II RP 5 złotych 1930 Sztandar st. 3-
2017-11-29 (18:11)|  Numer:\-112- 565 WP\Nazwa:\Polska II RP 5 złotych 1930 Sztandar st. 3+\Opis:\Bardzo ładny egzemplarz. Kolorowa patyna.\Waga:\17,95 g Ag .750\Literatura:\Fischer OB 014\\Moneta wystawiona ponownie, ponieważ kupujący nie sfinalizował transakcji.|['https://archiwum.niemczyk.pl/images/201711/7056810652_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201711/7056810652_1_orginal.jpg']|II RP 5 złotych 1930 Sztandar st. 3+
2017-11-29 (18:11)|  Numer:\-112- 2034 WP\Nazwa:\Polska II RP 5 złotych 1930 Sztandar st.3+\Opis:\Ładny egzemplarz. Kolorowa patyna.\Waga:\17,95 g Ag .750\Literatura:\Fischer: OB 014\\Moneta wystawiona ponownie, ponieważ kupujący nie sfinalizował transakcji.|['https://archiwum.niemczyk.pl/images/201711/7056804300_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201711/7056804300_1_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.3+
2017-11-27 (19:11)|  Numer:\-116- 106\Nazwa:\Polska II RP 5 złotych 1930 Sztandar st.2+\Opis:\Wspaniale zachowany egzemplarz, kolorowa patyna.\Waga:\18,01 g Ag .750\Literatura:\Fischer OB 014\ |['https://archiwum.niemczyk.pl/images/201711/7050186757_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201711/7050186757_1_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.2+
2017-10-25 (20:10)|  Numer:\-112-2034\Nazwa:\Polska II RP 5 złotych 1930 Sztandar st.3+\Opis:\Ładny egzemplarz. Kolorowa patyna.\Waga:\17,95 g Ag .750\Literatura:\Fischer: OB 014\ |['https://archiwum.niemczyk.pl/images/201710/7004998329_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201710/7004998329_1_orginal.jpg']|II RP 5 złotych 1930 Sztandar st.3+
2017-10-25 (18:10)|  Numer:\-112-565\Nazwa:\Polska II RP 5 złotych 1930 Sztandar st. 3+\Opis:\Bardzo ładny egzemplarz. Kolorowa patyna.\Waga:\17,95 g Ag .750\Literatura:\Fischer OB 014\ |['https://archiwum.niemczyk.pl/images/201710/7004831278_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201710/7004831278_1_orginal.jpg']|II RP 5 złotych 1930 Sztandar st. 3+
2017-10-21|Jedna z rzadszych obiegowych monet II RP wybita stemplem głębokim.\Bardzo ładny egzemplarz, delikatnie przetarty. Ryski. Wspaniale zachowane detale.\Parchimowicz 115a\\\Stan zachowania 2\Waga 18,04 g Ag\Średnica 33 mm|['https://archiwum.niemczyk.pl/images/auction/orginal/aws_1503665095202.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/aws_1503665095524.jpg']|II RP. 5 złotych 1930 Sztandar, stempel głęboki
2017-10-19 (19:10)|  Numer:\-112- 728 WP\Nazwa:\II RP 5 złotych 1930 Sztandar st. 2-\Opis:\Minimalne mikroryski.\Rewers ze sztandarem idealnie zachowany.\Waga:\17,95 g Ag .750\Literatura:\Fischer: OB 014|['https://archiwum.niemczyk.pl/images/201710/6998165419_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201710/6998165419_1_orginal.jpg']|II RP 5 złotych 1930 Sztandar st. 2-
2017-10-05 (22:10)|  Numer:\-116- 1060\Nazwa:\II RP 5 złotych 1930 sztandar st.2+ ŁADNY\Opis:\Bardzo ładny egzemplarz.\Waga:\18,02 g Ag .750\Literatura:\Fischer OB 014\  Nasza Firma wystawia kolekcję monet ze świata - zapraszamy na nasze pozostałe aukcje: NIEMCZYKpl|['https://archiwum.niemczyk.pl/images/201710/6977955880_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201710/6977955880_1_orginal.jpg']|II RP 5 złotych 1930 sztandar st.2+ ŁADNY
2017-10-04 (20:10)|  Numer:\-112- 728\Nazwa:\II RP 5 złotych 1930 Sztandar st. 2\Opis:\Bardzo ładny egzemplarz. Połysk menniczy. detale. Delikatna patyna.\Rewers ze sztandarem idealnie zachowany.\Waga:\17,95 g Ag .750\Literatura:\Fischer: OB 014|['https://archiwum.niemczyk.pl/images/201710/6976471812_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201710/6976471812_1_orginal.jpg']|II RP 5 złotych 1930 Sztandar st. 2
2017-10-03 (19:10)|  Numer:\-1285- 17\Nazwa:\II RP 5 złotych 1930 sztandar st.2 BARDZO ŁADNY\Opis:\Bardzo ładny egzemplarz, połysk.\Delikatna ryski.\Waga:\17,97 g Ag .750\Literatura:\Fischer OB 014\  Nasza Firma wystawia dużą kolekcję monet z okresu II RP oraz PRL - zapraszamy na nasze pozostałe aukcje: NIEMCZYKpl|['https://archiwum.niemczyk.pl/images/201710/6975103737_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201710/6975103737_1_orginal.jpg']|II RP 5 złotych 1930 sztandar st.2 BARDZO ŁADNY
2017-08-29 (20:08)|  Numer:\-116- 3\Nazwa:\II RP 5 złotych 1930 sztandar st.1/1- PIĘKNE\Opis:\Piękny egzemplarz.\Waga:\17,94 g Ag .750\Literatura:\Fischer OB 014|['https://archiwum.niemczyk.pl/images/201708/6935036476_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201708/6935036476_1_orginal.jpg']|II RP 5 złotych 1930 sztandar st.1/1- PIĘKNE
2017-07-20 (20:07)|  Numer:\-1214- 409\Nazwa:\5 złotych 1930 Sztandar st.3\Opis:\Ryski w tle.\Waga:\18,00 g Ag .750\Literatura:\Fischer OB 014|['https://archiwum.niemczyk.pl/images/201707/6891569511_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201707/6891569511_1_orginal.jpg']|5 złotych 1930 Sztandar st.3
2017-07-05 (21:07)|  Numer:\-116- 544\Nazwa:\5 złotych 1930 Sztandar PCGS MS63\Opis:\Piękny, menniczy egzemplarz - bardzo rzadki w tak wspaniałym stanie zachowania.\Waga:\Srebro Ag .750\Literatura:\Fischer OB 014|['https://archiwum.niemczyk.pl/images/201707/6873827985_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201707/6873827985_1_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201707/6873827985_2_orginal.jpg']|5 złotych 1930 Sztandar PCGS MS63
2017-07-05 (20:07)|  Numer:\-116- 504\Nazwa:\5 złotych 1930 sztandar st.1- PIĘKNE\Opis:\Piękny egzemplarz, wspaniale zachowany.\Wiekowa, kolorowa patyna.\Drobne skazy w tle.\  Waga:\17,92 g Ag .750\Literatura:\Fischer OB 014|['https://archiwum.niemczyk.pl/images/201707/6873706568_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201707/6873706568_1_orginal.jpg']|5 złotych 1930 sztandar st.1- PIĘKNE
2017-05-30 (22:05)|  Numer:\-1268- 1009\Nazwa:\5 złotych 1930 sztandar st.3\Opis:\Przetarty egzemplarz, ale wspaniale zachowane detale.\Waga:\18,10 g Ag .750\Literatura:\Fischer: OB 014\  Firma wystawia kolekcję monet II RP - zapraszamy na nasze pozostałe aukcje: NIEMCZYKpl|['https://archiwum.niemczyk.pl/images/201705/6831375193_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201705/6831375193_1_orginal.jpg']|5 złotych 1930 sztandar st.3
2017-04-22|Wspaniale zachowany egzemplarz, intensywny połysk menniczy. Pięknakolorowa patyna. Bardzo rzadki w takim stanie zachowania.\\Parchimowicz 115a\\Stan zachowania PCGS MS64\Waga slab\Średnica slab|['https://archiwum.niemczyk.pl/images/auction/orginal/a11693a.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/a11693b.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/a11693c.jpg']|II RP. 5 złotych 1930 Sztandar PCGS MS64
2017-04-08 (20:04)|  Numer:\-1250- 46\Nazwa:\II RP 5 złotych 1930 Sztandar st. 3\Opis:\Delikatna patyna. Ryski w tle.\Waga:\17,95 g Ag .750\Literatura:\Fischer: OB 014\  Firma wystawia duży zestaw monet z okresu II RP.\Nr aukcji: 6772391410\Rozpoczęcie licytacji: 2017-04-01\Zakończenie licytacji: 2017-04-08\Liczba licytujących: 17\\Podobne wyniki\II RP 5 złotych 1930 Sztandar...\3 050,00 zł\Polska 5 złotych 1930 Sztandar...\721,00 zł\II RP 5 złotych 1930 Sztandar...\3 100,00 zł\II RP 5 złotych 1930 Sztandar...\6 000,00 zł\II RP 5 złotych 1930 Sztandar...\2 025,00 zł\II RP 5 złotych 1930 Sztandar...\911,00 zł\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\Wszelkie materiały (treści, teksty, ilustracje, zdjęcia, itp.) przedstawione na stronach internetowych Antykwariat Numizmatyczny Michał Niemczyk są objęte prawem autorskim i podlegają ochronie na mocy „Ustawy o prawie autorskim i prawach pokrewnych” z dnia 4 lutego 1994 r. (tekst ujednolicony: Dz.U. 2006 nr 90 poz. 631).\Kopiowanie, przetwarzanie, rozpowszechnianie tych materiałów w całości lub w części bez zgody autora jest zabronione.\Antykwariat Numizmatyczny Michał Niemczyk\www.niemczyk.pl\www.aukcjamonet.pl\+48 (22) 620 45 74\niemczyk@niemczyk.pl\\Skup złotych monet\Skup srebrnych monet\Skup banknotów\Wyceń monety i banknoty\Profesjonalne Aukcje\\\\\ul. Żelazna 67, pawilon 22 00-871 Warszawa\GODZINY OTWARCIA\Poniedziałek 10.00 - 17.00\Wtorek 10.00 - 17.00\Środa 10.00 - 17.00\Czwartek 10.00 - 17.00\Piątek 10.00 - 17.00|['https://archiwum.niemczyk.pl/images/201704/6772391410_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201704/6772391410_1_orginal.jpg']|II RP 5 złotych 1930 Sztandar st. 3
2017-04-02 (19:04)|  Numer:\-112- 1029\Nazwa:\5 złotych 1930 Sztandar st.3\Opis:\Ryski w tle, resztki połysku.\Delikatnie przetarty egzemplarz.\Waga:\17,98 g Ag .750\Literatura:\Fischer OB 014|['https://archiwum.niemczyk.pl/images/201704/6765160134_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201704/6765160134_1_orginal.jpg']|5 złotych 1930 Sztandar st.3
2017-03-30 (12:03)|  Numer:\-1196- 407\Nazwa:\II RP 5 złotych 1930 Sztandar st. 3\Opis:\Delikatnie przeczyszczony.\Waga:\17,94 g Ag .750\Literatura:\Fischer OB 014|['https://archiwum.niemczyk.pl/images/201703/6760309075_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201703/6760309075_1_orginal.jpg']|II RP 5 złotych 1930 Sztandar st. 3
2017-03-23 (21:03)|  Numer:\-1149- 1157\Nazwa:\5 złotych 1930 Sztandar st.3+\Opis:\Ładny, połyskowy egzemplarz.\Delikatnie przetarty, ale świeży.\Waga:\Srebro Ag .750\Literatura:\Fischer OB 014|['https://archiwum.niemczyk.pl/images/201703/6754069435_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201703/6754069435_1_orginal.jpg']|5 złotych 1930 Sztandar st.3+
2017-02-02 (20:02)|  Numer:\-1196- 605\Nazwa:\5 złotych 1930 Sztandar NGC UNC details\Opis:\Bardzo ładny egzemplarz, delikatna patyna.\Ryski w tle.\Waga:\Moneta zamknięta w slabie (srebro Ag .750)\Literatura:\Fischer OB 014|['https://archiwum.niemczyk.pl/images/201702/6696249936_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201702/6696249936_1_orginal.jpg']|5 złotych 1930 Sztandar NGC UNC details
2017-01-31 (21:01)|  Numer:\-1073- 801\Nazwa:\Polska II RP 5 złotych 1930 Głęboki Sztandar ŁADNY st.2/2-\Opis:\Jedna z najrzadszych monet obiegowych II RP wybita stemplem głębokim.\Bardzo ładny egzemplarz, bardzo dużo połysku, delikatna patyna.\Niestety ryski w tle na awersie i rewersie.Stan zachowania 2/2-\Wspaniała prezencja rewersu ze sztandarem. Idealnie zachowane detale.\Rzadki egzemplarz, pożądany przez wszystkich kolekcjonerów II RP.\Waga:\17,95 g Ag .750\Literatura:\Fischer OB 014\ |['https://archiwum.niemczyk.pl/images/201701/6693607551_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201701/6693607551_1_orginal.jpg']|RZADKIE 5 złotych 1930 GŁĘBOKI Sztandar ŁADNY
2017-01-30 (21:01)|  Numer:\-112- 121\Nazwa:\Polska II RP 5 złotych 1930 Sztandar st.3+\Opis:\Bardzo ładna, ciemna kolorowa patyna.\Waga:\18,02 g Ag .750\Literatura:\Fischer OB 014|['https://archiwum.niemczyk.pl/images/201701/6692847374_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201701/6692847374_1_orginal.jpg']|5 złotych 1930 Sztandar st.3+
2017-01-04 (12:01)|  Numer:\-116- 717\Nazwa:\Polska II RP 5 złotych 1930 Sztandar st.3\Opis:\Lekko przetarty egzemplarz, ryski w tle.\Dobra prezencja.\Waga:\18,06 g Ag .750\Literatura:\Fischer OB 014\  Firma wystawia duży zestaw monet z całego świata - zapraszamy na nasze pozostałe aukcje: Numizmatyka-pl|['https://archiwum.niemczyk.pl/images/201701/6654600598_orginal.jpg', 'https://archiwum.niemczyk.pl/images/201701/6654600598_1_orginal.jpg']|5 złotych 1930 Sztandar st.3
2016-12-13 (14:12)||['https://archiwum.niemczyk.pl/images/old/https:__redir-img08_allegroimg_com_photos_oryginal_66_36_82_73_6636827304', 'https://archiwum.niemczyk.pl/images/old/https:__redir-img08_allegroimg_com_photos_oryginal_66_36_82_73_6636827304_1']|5 złotych 1930 Sztandar st.2-
2016-12-13 (13:12)||['https://archiwum.niemczyk.pl/images/old/https:__redir-img08_allegroimg_com_photos_oryginal_66_36_75_98_6636759819', 'https://archiwum.niemczyk.pl/images/old/https:__redir-img08_allegroimg_com_photos_oryginal_66_36_75_98_6636759819_1']|5 złotych 1930 Sztandar st.1-
2016-11-10 (19:11)||['https://archiwum.niemczyk.pl/images/old/redir-img08_allegroimg_com_photos_oryginal_65_90_82_74_6590827447', 'https://archiwum.niemczyk.pl/images/old/redir-img08_allegroimg_com_photos_oryginal_65_90_82_74_6590827447_1']|5 złotych 1930 Sztandar st.3+
2016-11-02 (21:11)||['https://archiwum.niemczyk.pl/images/old/redir-img08_allegroimg_com_photos_oryginal_65_80_36_80_6580368086', 'https://archiwum.niemczyk.pl/images/old/redir-img08_allegroimg_com_photos_oryginal_65_80_36_80_6580368086_1']|Polska 5 złotych 1930 sztandar st. 3+
2016-10-27 (14:10)||['https://archiwum.niemczyk.pl/images/old/redir-img08_allegroimg_com_photos_oryginal_65_71_35_12_6571351200', 'https://archiwum.niemczyk.pl/images/old/redir-img08_allegroimg_com_photos_oryginal_65_71_35_12_6571351200_1']|5 złotych 1930 Sztandar st.3+
2016-10-22|Jedna z najrzadszych monet obiegowych II RP. Moneta wybita stemplem głębokim.\Bardzo ładny egzemplarz w delikatnej, szarej patynie.\Parchimowicz 115b\Stan zachowania 2/2+\Waga Ag\Średnica 33,0 mm|['https://archiwum.niemczyk.pl/images/auction/orginal/aws_1472716600235.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/aws_1472716600251.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/aws_1472716600260.jpg']|II RP. 5 złotych 1930 Sztandar, stempel głęboki
2016-09-29 (23:09)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_com_photos_oryginal_65_17_45_49_6517454948', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_com_photos_oryginal_65_17_45_49_6517454948_1']|II RP 5 złotych 1930 Sztandar st. 1-
2016-09-22 (20:09)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_com_photos_oryginal_64_98_23_84_6498238440', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_com_photos_oryginal_64_98_23_84_6498238440_1', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_com_photos_oryginal_64_98_23_84_6498238440_2', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_com_photos_oryginal_64_98_23_84_6498238440_3']|5 złotych 1930 Sztandar stempel GŁĘBOKI NAJRZADSZY
2016-08-02 (12:08)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_63_70_75_34_6370753494', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_63_70_75_34_6370753494_1']|Polska II RP 5 złotych 1930 Sztandar st.2/2-
2016-07-27 (20:07)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_63_57_43_58_6357435885', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_63_57_43_58_6357435885_1']|5 złotych 1930 Sztandar st.2-
2016-07-25 (20:07)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_63_52_26_88_6352268817', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_63_52_26_88_6352268817_1']|5 złotych 1930 Sztandar st.3+
2016-07-23 (20:07)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_63_47_48_97_6347489728', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_63_47_48_97_6347489728_1']|5 złotych 1930 Sztandar st.2-
2016-07-13 (20:07)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_63_22_41_17_6322411724', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_63_22_41_17_6322411724_1']|5 złotych 1930 Sztandar st. 3-
2016-07-05 (21:07)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_63_03_10_43_6303104363', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_63_03_10_43_6303104363_1']|Polska II RP 5 złotych 1930 Sztandar NGC MS61
2016-06-28 (22:06)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_62_86_60_83_6286608308', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_62_86_60_83_6286608308_1']|II RP 5 złotych 1930 Sztandar st. 2/2+
2016-06-20 (20:06)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_62_59_68_25_6259682541', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_62_59_68_25_6259682541_1']|II RP 5 złotych 1930 Sztandar st. 2-/3+
